Timestamp,src_ip,src_port,dest_ip,dest_port,bytes in,bytes out
1554213743,10.1.5.16,24584,0.69.60.1,3128,7822,55471
1554213749,10.1.5.8,24585,58.24.158.200,443,14003,67071
1554213751,10.1.5.18,24587,149.234.50.96,161,1324,101695
1554213753,10.1.5.202,24588,145.9.35.8,3128,6663,35235
1554213763,10.1.5.18,24589,198.147.194.134,3128,13262,84018
1554213768,10.1.5.3,24591,59.110.104.109,20,15968,79098
1554213771,10.1.5.13,24592,94.100.45.249,3128,11684,117109
1554213775,10.1.5.21,24593,241.21.32.156,443,3232,97948
1554213776,10.1.5.16,24595,33.184.157.152,20,7399,11216
1554213777,10.1.5.16,24596,228.53.82.59,161,6825,22922
1554213778,10.1.5.8,24597,169.185.240.206,3128,7946,108599
1554213778,10.1.5.3,24600,48.103.232.31,443,7920,16836
1554213780,10.1.5.16,24599,105.94.185.176,3128,15018,80031
1554213786,10.1.5.21,24601,98.31.195.92,443,19554,38358
1554213788,10.1.5.101,24603,120.129.218.171,443,13813,48321
1554213789,10.1.5.17,24604,152.53.146.56,443,17793,4995
1554213794,10.1.5.18,24607,209.84.84.130,161,4976,15733
1554213795,10.1.5.12,24605,188.60.127.107,443,1499,9412
1554213796,10.1.5.12,24608,174.236.131.129,20,16436,25924
1554213800,10.1.5.20,24609,91.99.141.62,20,19331,125378
1554213806,10.1.5.15,24611,208.232.81.102,20,10484,103484
1554213808,10.1.5.3,24613,128.1.104.231,3128,12389,24754
1554213810,10.1.5.13,24612,128.179.77.253,161,19514,64714
1554213814,10.1.5.17,24615,236.196.125.30,161,3733,42893
1554213824,10.1.5.19,24616,178.36.123.227,443,9753,67344
1554213826,10.1.5.16,24619,20.119.219.41,161,2424,49716
1554213828,10.1.5.10,24617,128.152.53.196,3128,9057,106801
1554213839,10.1.5.201,24620,106.89.8.160,161,3905,64301
1554213843,10.1.5.20,24621,83.255.125.172,443,8980,38070
1554213847,10.1.5.202,24624,251.66.117.253,20,11793,83409
1554213848,10.1.5.100,24623,81.213.207.164,20,7720,1070
1554213857,10.1.5.19,24625,176.43.124.166,443,1866,29319
1554213858,10.1.5.12,24627,145.139.251.196,443,17346,35562
1554213866,10.1.5.20,24628,253.128.14.87,20,19341,123413
1554213870,10.1.5.2,24629,240.183.77.124,3128,17044,29134
1554213879,10.1.5.19,24632,218.46.34.147,443,17334,11626
1554213881,10.1.5.3,24631,156.105.96.177,20,10115,91608
1554213881,10.1.5.3,24635,50.170.49.38,161,7076,71149
1554213884,10.1.5.101,24633,186.209.3.223,443,19212,110915
1554213886,10.1.5.201,24636,35.123.109.211,20,8206,49670
1554213891,10.1.5.9,24639,221.251.44.178,3128,6092,58287
1554213893,10.1.5.9,24637,233.250.66.34,161,17792,27007
1554213897,10.1.5.20,24640,109.18.238.179,3128,12763,84045
1554213900,10.1.5.21,24641,11.220.122.203,20,6322,31448
1554213902,10.1.5.14,24643,48.168.166.15,443,15486,119304
1554213903,10.1.5.17,24644,146.62.220.35,161,3178,102550
1554213909,10.1.5.7,24645,105.211.102.117,161,19834,46863
1554213910,10.1.5.100,24647,57.123.238.255,443,4876,30568
1554213910,10.1.5.2,24648,251.208.169.81,3128,15843,84346
1554213917,10.1.5.15,24649,254.187.5.169,161,10276,69487
1554213920,10.1.5.101,24652,147.113.47.105,443,17434,31468
1554213923,10.1.5.2,24651,98.210.151.85,161,19040,85206
1554213924,10.1.5.3,24653,43.116.214.31,161,8487,64576
1554213928,10.1.5.100,24655,33.100.128.252,20,9379,5301
1554213928,10.1.5.21,24656,218.234.45.189,20,6908,81878
1554213930,10.1.5.5,24659,52.95.10.115,161,2324,75778
1554213932,10.1.5.5,24657,100.168.149.182,20,3898,105354
1554213937,10.1.5.6,24660,222.197.11.138,3128,19610,53691
1554213944,10.1.5.201,24661,2.251.11.129,443,13769,10462
1554213945,10.1.5.13,24663,232.182.111.208,20,8665,117334
1554213945,10.1.5.14,24664,95.58.86.205,443,8685,113578
1554213945,10.1.5.15,24665,42.228.163.11,3128,15918,86697
1554213949,10.1.5.4,24667,63.82.52.130,3128,17011,4200
1554213953,10.1.5.201,24668,60.172.45.17,161,13490,77054
1554213954,10.1.5.8,24671,50.211.255.24,3128,9251,46164
1554213958,10.1.5.17,24669,226.110.52.38,3128,15434,1310
1554213958,10.1.5.21,24672,161.212.151.118,3128,13050,43767
1554213962,10.1.5.11,24675,227.49.149.199,3128,5027,15332
1554213964,10.1.5.202,24673,223.88.50.151,443,13305,51980
1554213968,10.1.5.15,24676,15.254.49.74,161,648,119702
1554213970,10.1.5.20,24677,183.27.177.108,443,14243,104636
1554213972,10.1.5.4,24679,234.206.228.118,161,2420,22868
1554213972,10.1.5.19,24680,192.135.148.179,20,1517,119420
1554213978,10.1.5.11,24681,52.128.208.54,3128,17106,80867
1554213980,10.1.5.18,24683,138.154.152.168,3128,5697,60869
1554213982,10.1.5.202,24684,173.174.130.230,20,15506,49177
1554213986,10.1.5.3,24685,118.70.23.251,20,8958,30341
1554213991,10.1.5.9,24687,67.15.55.253,3128,12276,31704
1554213993,10.1.5.21,24688,229.33.153.210,443,18192,118431
1554213997,10.1.5.21,24689,112.55.25.203,3128,8115,45428
1554214001,10.1.5.11,24692,61.124.114.7,443,18178,49616
1554214005,10.1.5.202,24691,203.255.222.93,3128,16537,99244
1554214009,10.1.5.200,24693,117.185.45.68,3128,16231,13627
1554214010,10.1.5.20,24695,78.17.203.238,3128,10016,32973
1554214014,10.1.5.18,24696,29.142.112.98,161,19562,29689
1554214020,10.1.5.21,24697,163.50.235.210,161,5022,108342
1554214023,10.1.5.20,24699,153.133.142.154,443,16767,113384
1554214030,10.1.5.3,24700,157.109.171.4,443,17312,32674
1554214035,10.1.5.4,24701,96.17.107.203,161,8457,110057
1554214043,10.1.5.10,24704,29.227.162.189,161,19976,63553
1554214045,10.1.5.14,24703,12.118.203.251,20,631,81081
1554214060,10.1.5.3,24707,208.100.43.58,161,13866,54790
1554214061,10.1.5.101,24705,193.223.230.243,3128,12338,25613
1554214068,10.1.5.202,24708,102.166.59.22,20,12524,16768
1554214068,10.1.5.21,24709,37.118.51.18,20,11613,95208
1554214071,10.1.5.14,24713,208.233.186.161,443,11267,77419
1554214072,10.1.5.10,24711,166.180.144.237,20,9226,99202
1554214074,10.1.5.15,24712,184.62.115.153,3128,15339,33001
1554214074,10.1.5.200,24715,234.113.119.114,161,3839,49442
1554214074,10.1.5.5,24716,106.127.149.213,3128,9309,67411
1554214081,10.1.5.20,24719,62.198.250.208,443,2560,42035
1554214082,10.1.5.10,24717,137.140.199.137,3128,14515,61288
1554214082,10.1.5.16,24720,21.78.5.81,20,10629,56770
1554214086,10.1.5.6,24721,199.244.120.202,443,3138,47343
1554214095,10.1.5.10,24723,12.246.36.168,161,1146,120894
1554214098,10.1.5.14,24725,0.171.216.140,3128,3647,18163
1554214103,10.1.5.3,24724,147.140.112.148,20,15219,100400
1554214103,10.1.5.201,24727,72.117.66.118,20,3953,9145
1554214104,10.1.5.16,24728,53.21.189.125,161,5777,109548
1554214112,10.1.5.100,24729,3.123.5.219,161,15718,108876
1554214117,10.1.5.4,24731,161.233.143.58,161,6782,3995
1554214118,10.1.5.100,24732,107.250.44.49,443,9455,97976
1554214122,10.1.5.15,24735,11.74.118.252,161,4467,21973
1554214123,10.1.5.4,24733,25.246.56.217,3128,5255,4374
1554214123,10.1.5.2,24736,234.233.223.98,443,8274,56047
1554214131,10.1.5.8,24737,185.75.109.56,443,10292,117827
1554214138,10.1.5.19,24739,133.252.79.131,3128,14277,45151
1554214141,10.1.5.4,24740,130.170.112.19,161,4074,67203
1554214146,10.1.5.4,24744,130.163.186.114,20,11249,38140
1554214148,10.1.5.101,24741,51.85.98.96,3128,4599,67135
1554214151,10.1.5.9,24743,41.222.71.30,20,5612,44192
1554214156,10.1.5.7,24745,44.171.189.227,443,5667,23578
1554214164,10.1.5.16,24747,81.61.66.182,161,235,13313
1554214169,10.1.5.2,24748,80.12.33.35,443,13867,28971
1554214169,10.1.5.100,24749,233.171.74.204,161,5439,100959
1554214176,10.1.5.9,24751,252.200.235.40,161,18727,124601
1554214178,10.1.5.11,24752,77.33.122.98,161,15163,109424
1554214182,10.1.5.17,24753,119.114.57.136,443,15709,817
1554214185,10.1.5.100,24755,32.73.160.70,443,14574,22130
1554214187,10.1.5.200,24756,25.16.196.91,443,14718,15318
1554214189,10.1.5.7,24757,34.231.142.157,443,3994,84919
1554214197,10.1.5.12,24759,215.211.58.191,20,13438,32273
1554214198,10.1.5.3,24760,209.122.38.242,20,17550,88056
1554214204,10.1.5.202,24763,1.61.45.118,161,12031,27507
1554214208,10.1.5.16,24761,172.167.104.100,443,5265,34596
1554214211,10.1.5.17,24765,160.70.96.99,20,3395,95417
1554214213,10.1.5.13,24764,43.92.49.16,3128,9665,125777
1554214216,10.1.5.8,24767,43.113.171.90,443,8963,66070
1554214220,10.1.5.13,24768,108.103.142.209,20,11529,34194
1554214221,10.1.5.10,24769,154.20.54.148,443,11475,118441
1554214224,10.1.5.202,24771,23.184.127.104,20,6672,26555
1554214235,10.1.5.6,24772,16.226.177.79,3128,10279,53325
1554214244,10.1.5.5,24773,158.126.145.122,3128,6921,60886
1554214248,10.1.5.201,24776,20.241.17.176,443,12188,1410
1554214249,10.1.5.14,24775,201.253.252.225,443,3498,23739
1554214253,10.1.5.100,24777,117.38.59.147,443,12829,8393
1554214257,10.1.5.16,24779,164.22.14.81,3128,14908,111971
1554214260,10.1.5.17,24780,70.8.73.33,443,7097,82760
1554214262,10.1.5.100,24781,150.225.193.70,3128,1670,15181
1554214264,10.1.5.20,24784,83.72.87.78,161,12264,35665
1554214265,10.1.5.3,24783,19.43.133.60,443,15241,55705
1554214270,10.1.5.4,24785,231.50.11.70,20,17925,118663
1554214278,10.1.5.9,24787,144.20.167.83,443,11187,34811
1554214279,10.1.5.10,24789,187.43.209.45,3128,2845,39375
1554214282,10.1.5.100,24788,179.182.112.96,443,12273,77645
1554214284,10.1.5.100,24791,77.178.75.140,443,17105,21702
1554214289,10.1.5.13,24793,66.135.147.92,161,5625,60034
1554214291,10.1.5.5,24792,33.17.167.210,161,5447,38622
1554214295,10.1.5.16,24795,38.113.10.136,3128,14509,22581
1554214301,10.1.5.6,24796,196.72.226.208,443,8537,40698
1554214310,10.1.5.7,24797,68.68.15.184,443,18763,85452
1554214312,10.1.5.202,24799,85.42.172.115,443,5573,71212
1554214312,10.1.5.11,24801,200.39.173.9,443,8655,24827
1554214315,10.1.5.19,24800,36.76.93.217,20,4145,14859
1554214316,10.1.5.20,24803,0.11.127.14,443,8235,67248
1554214321,10.1.5.100,24804,168.87.255.87,3128,13732,90995
1554214324,10.1.5.15,24805,245.103.150.52,20,5811,4778
1554214335,10.1.5.5,24807,45.137.120.157,3128,19804,51094
1554214340,10.1.5.2,24809,24.249.118.226,20,19742,98695
1554214342,10.1.5.13,24808,19.197.115.207,161,10543,85277
1554214348,10.1.5.5,24812,229.74.44.56,161,370,11312
1554214350,10.1.5.5,24811,166.173.239.47,3128,16964,559
1554214358,10.1.5.4,24813,110.250.109.104,20,7664,115575
1554214361,10.1.5.200,24815,100.190.20.9,161,196,69078
1554214364,10.1.5.16,24816,65.192.234.152,20,8819,46366
1554214368,10.1.5.16,24819,238.119.246.186,161,16255,36423
1554214370,10.1.5.201,24817,235.165.151.217,3128,5350,4263
1554214373,10.1.5.9,24821,133.109.248.4,20,19163,20419
1554214375,10.1.5.2,24820,23.87.138.22,443,11245,31816
1554214380,10.1.5.12,24823,45.163.96.43,443,17676,92041
1554214388,10.1.5.13,24825,35.119.64.129,161,11166,38980
1554214390,10.1.5.101,24827,199.51.6.43,3128,17436,93736
1554214391,10.1.5.13,24824,18.231.154.143,161,13517,23867
1554214394,10.1.5.21,24828,46.195.157.254,161,18120,98239
1554214401,10.1.5.18,24829,175.21.198.235,443,9429,46492
1554214404,10.1.5.11,24831,157.163.194.48,3128,4671,21527
1554214404,10.1.5.17,24832,118.76.135.51,20,14546,68765
1554214408,10.1.5.20,24833,142.161.51.215,3128,19591,86280
1554214412,10.1.5.5,24835,1.90.231.161,3128,2173,39236
1554214429,10.1.5.8,24836,48.247.89.213,20,14876,31682
1554214432,10.1.5.201,24837,105.179.180.218,443,11634,107607
1554214435,10.1.5.14,24839,187.18.98.230,443,17961,120712
1554214441,10.1.5.5,24840,166.163.108.45,3128,9706,113621
1554214446,10.1.5.4,24841,56.59.47.86,161,9826,124196
1554214456,10.1.5.18,24843,4.24.150.16,3128,8246,22237
1554214465,10.1.5.2,24844,221.252.253.167,443,13386,57962
1554214465,10.1.5.100,24847,216.119.163.168,20,7904,5544
1554214466,10.1.5.16,24845,28.95.58.60,443,237,115835
1554214475,10.1.5.9,24848,106.178.119.51,20,7960,103525
1554214476,10.1.5.19,24849,123.98.89.17,443,19935,97300
1554214480,10.1.5.7,24852,3.60.142.38,443,6814,112490
1554214481,10.1.5.5,24851,89.16.102.52,20,18059,5184
1554214487,10.1.5.15,24853,56.158.52.103,443,16718,91110
1554214499,10.1.5.202,24855,203.95.4.246,443,12874,30396
1554214500,10.1.5.8,24856,90.34.188.95,3128,7973,66507
1554214500,10.1.5.15,24857,127.63.251.78,3128,19088,61517
1554214504,10.1.5.14,24859,41.41.223.3,161,911,117258
1554214510,10.1.5.101,24861,175.134.138.82,443,9884,67251
1554214512,10.1.5.7,24860,165.77.95.120,443,14318,42504
1554214514,10.1.5.200,24863,84.45.28.106,20,2173,60893
1554214518,10.1.5.202,24864,103.147.164.32,443,497,5868
1554214521,10.1.5.5,24865,197.79.12.214,20,18476,113763
1554214523,10.1.5.20,24867,238.44.188.138,443,18036,81059
1554214527,10.1.5.12,24868,94.89.170.34,443,16103,14588
1554214528,10.1.5.16,24869,33.168.58.135,20,4580,40870
1554214528,10.1.5.6,24872,3.243.121.35,443,228,49086
1554214533,10.1.5.20,24871,75.194.118.67,20,12413,125527
1554214533,10.1.5.10,24873,198.107.231.114,3128,13311,59843
1554214536,10.1.5.15,24875,232.24.189.222,3128,11231,56147
1554214537,10.1.5.18,24876,51.138.212.240,20,11689,96885
1554214540,10.1.5.201,24877,252.181.231.237,3128,2605,123559
1554214543,10.1.5.15,24879,112.211.255.78,443,2364,10867
1554214553,10.1.5.202,24880,104.174.236.73,443,6420,16930
1554214554,10.1.5.201,24881,79.56.140.93,161,7539,88913
1554214555,10.1.5.9,24883,172.12.29.198,161,4609,96195
1554214561,10.1.5.202,24884,19.217.149.200,443,3310,16442
1554214561,10.1.5.15,24885,209.92.83.24,443,19460,68875
1554214561,10.1.5.200,24887,140.107.82.34,3128,17591,29480
1554214563,10.1.5.202,24888,161.163.52.44,161,6914,58283
1554214567,10.1.5.21,24889,191.226.245.219,161,7024,85170
1554214567,10.1.5.13,24891,14.120.47.103,443,8683,51976
1554214573,10.1.5.202,24892,136.109.107.36,443,17756,121243
1554214582,10.1.5.202,24893,140.219.132.135,161,1720,54011
1554214586,10.1.5.101,24895,24.162.141.185,443,11535,84016
1554214595,10.1.5.19,24896,24.250.210.226,443,2673,103663
1554214596,10.1.5.14,24897,140.47.32.134,20,13175,16116
1554214603,10.1.5.4,24899,143.144.25.177,3128,5179,105877
1554214608,10.1.5.15,24900,1.76.135.143,161,6750,107644
1554214608,10.1.5.7,24901,182.152.42.46,161,9521,10503
1554214611,10.1.5.201,24903,83.227.30.3,3128,410,97979
1554214613,10.1.5.15,24904,203.82.28.105,3128,6132,102542
1554214623,10.1.5.19,24905,7.118.114.114,20,322,18292
1554214634,10.1.5.16,24907,42.110.134.63,20,8686,25606
1554214649,10.1.5.8,24908,25.118.165.115,20,17631,118718
1554214655,10.1.5.6,24909,133.252.87.145,3128,8093,57602
1554214657,10.1.5.6,24911,246.74.107.29,20,15776,63252
1554214662,10.1.5.2,24913,29.187.86.234,3128,12203,13936
1554214664,10.1.5.20,24915,240.18.196.104,3128,17873,85283
1554214665,10.1.5.3,24912,43.63.75.99,161,11900,71374
1554214672,10.1.5.20,24916,148.170.115.65,3128,19252,107514
1554214672,10.1.5.14,24917,89.218.253.90,3128,2113,34759
1554214680,10.1.5.7,24919,204.150.156.70,20,12749,91275
1554214683,10.1.5.5,24920,77.204.154.170,20,10955,87226
1554214687,10.1.5.3,24921,121.125.13.20,443,10967,85948
1554214690,10.1.5.15,24924,105.169.134.49,3128,11985,101667
1554214691,10.1.5.101,24923,53.11.225.216,443,16672,106981
1554214694,10.1.5.19,24925,110.253.222.51,161,884,6606
1554214696,10.1.5.13,24927,28.176.144.249,443,9696,39513
1554214702,10.1.5.21,24928,219.14.34.70,161,19139,30832
1554214704,10.1.5.3,24929,123.33.142.238,20,18054,113718
1554214710,10.1.5.15,24931,96.169.245.195,20,1346,100627
1554214711,10.1.5.15,24932,138.229.251.126,20,19870,83198
1554214713,10.1.5.6,24933,109.217.73.2,443,7466,82661
1554214714,10.1.5.13,24936,44.129.115.191,443,19146,51265
1554214717,10.1.5.20,24935,51.8.175.154,20,2796,94002
1554214721,10.1.5.7,24937,33.32.234.128,161,19046,91032
1554214727,10.1.5.11,24941,254.255.94.85,161,2687,50859
1554214728,10.1.5.20,24939,77.107.191.98,443,11122,24230
1554214728,10.1.5.5,24943,171.175.31.202,3128,3241,70041
1554214730,10.1.5.201,24940,68.38.98.182,161,10714,40144
1554214732,10.1.5.14,24944,127.84.47.163,443,2434,13440
1554214736,10.1.5.13,24945,191.94.61.209,3128,1376,123086
1554214738,10.1.5.20,24947,196.100.10.76,20,5089,101052
1554214742,10.1.5.17,24948,82.233.199.199,161,15202,17062
1554214746,10.1.5.7,24949,56.32.25.179,20,11204,96150
1554214750,10.1.5.16,24951,118.120.150.216,20,9740,120151
1554214751,10.1.5.14,24952,193.28.247.137,3128,2582,62629
1554214758,10.1.5.101,24953,190.162.217.97,3128,13933,103958
1554214759,10.1.5.20,24955,94.91.166.208,20,6240,13229
1554214760,10.1.5.2,24956,2.175.208.81,443,2326,23463
1554214765,10.1.5.5,24959,113.36.19.27,161,15941,40706
1554214766,10.1.5.16,24961,156.217.197.57,20,15552,63621
1554214767,10.1.5.17,24957,182.26.118.169,443,16110,74583
1554214771,10.1.5.10,24960,140.227.45.158,443,7953,32466
1554214774,10.1.5.15,24963,223.74.254.15,443,1907,80466
1554214776,10.1.5.13,24964,250.233.231.211,3128,19909,62138
1554214777,10.1.5.10,24965,2.138.137.202,443,10365,34347
1554214785,10.1.5.8,24967,20.83.84.232,161,2436,123135
1554214789,10.1.5.200,24968,139.218.138.54,443,4355,2194
1554214793,10.1.5.5,24969,84.244.102.208,3128,3523,96867
1554214798,10.1.5.18,24972,224.108.206.170,161,19875,69800
1554214799,10.1.5.11,24971,43.80.86.232,443,16681,118068
1554214802,10.1.5.18,24973,185.48.68.208,20,14259,108010
1554214804,10.1.5.5,24975,82.253.34.199,20,1517,61626
1554214813,10.1.5.13,24976,41.174.155.58,443,2198,111168
1554214818,10.1.5.21,24979,91.89.231.36,20,8622,107983
1554214819,10.1.5.201,24977,157.111.65.234,3128,1203,41396
1554214820,10.1.5.202,24980,66.45.126.163,161,11234,12587
1554214820,10.1.5.17,24981,1.182.188.177,161,10001,30167
1554214824,10.1.5.101,24983,38.150.152.42,443,12392,105603
1554214828,10.1.5.4,24984,94.116.56.218,20,18732,72690
1554214832,10.1.5.16,24985,165.215.215.147,161,9589,64858
1554214832,10.1.5.3,24987,153.137.117.184,161,8805,12449
1554214832,10.1.5.200,24988,106.153.146.184,161,18049,122692
1554214837,10.1.5.7,24989,141.71.184.201,20,8100,107327
1554214840,10.1.5.21,24991,157.117.187.194,20,355,14032
1554214851,10.1.5.202,24993,152.72.172.74,443,16929,18523
1554214855,10.1.5.202,24992,183.148.98.26,443,18948,109830
1554214857,10.1.5.201,24995,220.33.134.208,161,15689,25364
1554214866,10.1.5.16,24996,70.86.143.206,443,4557,106009
1554214870,10.1.5.15,24997,3.86.46.62,443,12334,18829
1554214871,10.1.5.16,24999,228.237.155.125,161,1206,73310
1554214872,10.1.5.6,25000,136.215.188.226,161,19188,35342
1554214878,10.1.5.15,25001,42.197.25.179,443,1239,56537
1554214888,10.1.5.17,25003,111.19.128.215,3128,7281,117635
1554214888,10.1.5.13,25004,183.216.93.252,443,8082,63254
1554214895,10.1.5.201,25005,206.113.93.228,3128,2971,124141
1554214903,10.1.5.11,25007,97.177.116.118,161,5987,42816
1554214908,10.1.5.6,25009,235.20.5.208,161,14531,96723
1554214910,10.1.5.21,25011,31.54.114.223,443,15474,9982
1554214911,10.1.5.201,25008,59.142.112.40,161,3616,117181
1554214914,10.1.5.200,25013,128.103.254.30,3128,15070,57162
1554214917,10.1.5.16,25012,45.70.151.47,161,6539,95828
1554214919,10.1.5.19,25015,36.7.180.235,443,18495,85530
1554214923,10.1.5.202,25016,228.67.121.151,443,14720,43772
1554214923,10.1.5.21,25017,37.158.204.211,20,16179,97633
1554214928,10.1.5.11,25019,195.45.233.230,161,16947,41367
1554214928,10.1.5.19,25020,10.40.44.198,443,14201,50168
1554214930,10.1.5.8,25021,211.3.94.61,20,6486,44881
1554214937,10.1.5.15,25023,104.155.147.210,161,1582,76390
1554214941,10.1.5.8,25025,253.159.149.202,20,13817,119517
1554214943,10.1.5.202,25024,19.220.220.182,3128,11446,81422
1554214950,10.1.5.100,25028,177.198.112.222,443,3418,5686
1554214951,10.1.5.200,25027,208.69.32.172,3128,18258,19797
1554214955,10.1.5.6,25029,44.146.228.86,161,11540,58109
1554214960,10.1.5.3,25031,155.213.100.153,20,15480,109172
1554214963,10.1.5.3,25033,76.12.47.109,161,13389,120507
1554214965,10.1.5.11,25032,236.182.183.56,3128,4470,32290
1554214966,10.1.5.7,25037,40.21.255.134,161,1949,43824
1554214967,10.1.5.101,25035,106.116.143.151,443,11984,22769
1554214971,10.1.5.202,25036,157.137.75.88,443,16282,27455
1554214980,10.1.5.3,25039,79.233.171.24,20,11289,93124
1554214984,10.1.5.19,25040,207.132.101.151,20,18581,36269
1554214986,10.1.5.201,25041,216.95.96.96,443,8967,76656
1554214997,10.1.5.18,25043,239.162.31.242,161,19914,89353
1554215000,10.1.5.9,25044,17.222.119.241,20,14604,10805
1554215003,10.1.5.19,25045,63.78.20.172,443,19849,8707
1554215009,10.1.5.3,25047,156.5.101.213,20,14014,11807
1554215011,10.1.5.11,25048,255.105.119.54,3128,14181,63914
1554215011,10.1.5.18,25049,196.125.7.11,443,17014,87251
1554215013,10.1.5.21,25051,112.198.138.0,3128,12295,5940
1554215015,10.1.5.202,25052,252.175.195.88,3128,11972,97747
1554215022,10.1.5.6,25053,186.111.119.234,20,6658,12893
1554215023,10.1.5.5,25055,70.211.153.14,20,5356,15728
1554215030,10.1.5.200,25056,244.174.137.178,3128,7531,112226
1554215032,10.1.5.17,25057,12.10.206.33,443,6439,6124
1554215035,10.1.5.101,25059,176.95.211.83,3128,15229,94038
1554215048,10.1.5.4,25060,75.170.122.13,443,14539,59655
1554215052,10.1.5.12,25061,227.109.198.23,443,6787,31791
1554215061,10.1.5.20,25063,38.247.30.52,443,16686,68455
1554215063,10.1.5.201,25064,225.231.120.68,443,11206,56441
1554215071,10.1.5.101,25065,117.51.140.1,20,3821,81390
1554215073,10.1.5.202,25067,250.67.95.243,3128,2123,89539
1554215082,10.1.5.200,25071,41.224.3.179,443,10418,46199
1554215083,10.1.5.7,25068,178.61.142.148,443,5647,94287
1554215084,10.1.5.14,25069,43.114.162.59,20,14739,6747
1554215089,10.1.5.17,25072,43.208.79.76,20,12115,119528
1554215090,10.1.5.13,25073,91.160.184.11,20,11867,44462
1554215092,10.1.5.9,25076,52.73.200.166,161,10803,51781
1554215093,10.1.5.7,25075,194.7.76.173,3128,4400,103770
1554215094,10.1.5.16,25077,61.242.250.48,443,13133,24837
1554215101,10.1.5.4,25079,21.145.190.35,20,11505,4030
1554215102,10.1.5.10,25081,209.133.51.133,443,18951,14115
1554215102,10.1.5.101,25083,23.176.236.243,161,3358,69901
1554215103,10.1.5.19,25080,183.222.151.238,20,16949,72723
1554215111,10.1.5.202,25084,140.12.46.169,443,16765,8896
1554215117,10.1.5.6,25085,107.237.78.56,443,17932,61736
1554215118,10.1.5.15,25087,8.7.242.19,20,7388,19800
1554215119,10.1.5.8,25089,97.14.144.189,20,9375,110238
1554215122,10.1.5.17,25088,144.121.84.215,20,3463,93174
1554215124,10.1.5.3,25091,52.19.86.121,161,9940,90882
1554215127,10.1.5.15,25092,245.62.93.147,161,14409,86506
1554215142,10.1.5.13,25093,252.68.54.54,161,7037,17384
1554215148,10.1.5.14,25095,84.131.162.254,20,13474,113582
1554215149,10.1.5.21,25096,248.162.77.43,3128,12221,65882
1554215150,10.1.5.3,25097,57.33.173.19,3128,917,103101
1554215155,10.1.5.202,25100,189.155.17.138,3128,4422,49036
1554215156,10.1.5.7,25101,118.195.168.33,20,1490,65273
1554215159,10.1.5.15,25099,24.253.211.172,3128,595,95751
1554215164,10.1.5.21,25103,5.221.43.142,3128,13189,116720
1554215169,10.1.5.15,25104,252.30.209.167,443,11466,88594
1554215169,10.1.5.20,25105,178.84.230.215,20,12106,116001
1554215173,10.1.5.21,25107,28.155.140.204,161,3987,27458
1554215176,10.1.5.21,25108,156.36.151.110,443,11414,70923
1554215180,10.1.5.21,25111,28.210.44.210,161,18560,25309
1554215181,10.1.5.7,25109,209.91.28.192,443,1697,103320
1554215191,10.1.5.100,25112,114.241.76.238,161,9161,52022
1554215193,10.1.5.3,25113,228.169.41.111,161,5241,34109
1554215202,10.1.5.7,25116,37.99.158.161,443,8533,62810
1554215205,10.1.5.5,25115,146.222.26.3,3128,17268,71232
1554215210,10.1.5.17,25117,72.32.180.122,20,14241,84605
1554215215,10.1.5.202,25119,217.178.3.229,161,2808,64632
1554215217,10.1.5.6,25120,70.58.225.211,20,13028,110987
1554215217,10.1.5.9,25121,16.52.204.89,161,10342,101117
1554215217,10.1.5.101,25124,47.151.161.183,20,2986,100677
1554215220,10.1.5.16,25123,104.85.182.154,161,4062,30866
1554215227,10.1.5.16,25125,210.88.90.118,3128,9543,87525
1554215233,10.1.5.12,25127,10.214.115.83,161,13447,69133
1554215235,10.1.5.9,25128,180.242.92.15,20,6086,100566
1554215238,10.1.5.13,25131,157.194.85.221,161,8270,62939
1554215239,10.1.5.5,25129,179.17.10.76,161,18425,25196
1554215242,10.1.5.3,25132,120.210.228.28,20,6498,66877
1554215244,10.1.5.7,25133,166.127.109.171,3128,12804,16876
1554215259,10.1.5.19,25135,8.17.184.69,3128,1258,31581
1554215263,10.1.5.12,25137,177.222.175.24,443,14297,16617
1554215267,10.1.5.20,25136,54.23.237.84,20,16864,124720
1554215275,10.1.5.100,25139,37.181.143.159,3128,5174,38804
1554215276,10.1.5.16,25140,164.126.47.175,161,655,43722
1554215281,10.1.5.10,25141,239.179.102.21,443,15281,100962
1554215293,10.1.5.2,25143,128.246.99.166,20,9106,27006
1554215298,10.1.5.9,25144,79.196.229.247,161,7303,31443
1554215306,10.1.5.3,25145,129.35.122.120,443,11856,113586
1554215309,10.1.5.202,25148,226.171.233.57,3128,9465,57881
1554215310,10.1.5.18,25147,184.49.199.183,161,16036,17460
1554215319,10.1.5.5,25149,232.212.204.122,161,16528,66040
1554215323,10.1.5.20,25151,31.40.70.131,3128,8024,98230
1554215324,10.1.5.8,25153,212.166.81.33,3128,18520,86807
1554215326,10.1.5.6,25152,24.9.97.120,443,10814,70724
1554215331,10.1.5.2,25155,1.37.20.246,3128,4614,16653
1554215338,10.1.5.200,25156,120.220.165.172,3128,19673,55161
1554215339,10.1.5.13,25159,137.157.174.204,443,12360,120062
1554215341,10.1.5.9,25157,54.44.178.67,443,1681,102086
1554215342,10.1.5.21,25160,236.44.227.99,20,13617,58710
